PMID,Sentence,Subject,Predicate,Object
28063690,"Intensive evaluations for hematologic malignancies may be unnecessary in children who complain of limb pain without any definite cause, unless they also present with accompanying leukemic symptoms.",Hematologic Neoplasms,PROCESS_OF,Child
28085529,"We describe a neutropenic pediatric patient who developed AAC following chemotherapy for acute T-cell acute lymphoblastic leukemia (T-ALL), which was successfully managed with conservative treatment.",Acute cholecystitis without calculus,PROCESS_OF,Patients
28085529,"We describe a neutropenic pediatric patient who developed AAC following chemotherapy for acute T-cell acute lymphoblastic leukemia (T-ALL), which was successfully managed with conservative treatment.",Pharmacotherapy,TREATS,Acute T Cell Leukemia
28085529,"We describe a neutropenic pediatric patient who developed AAC following chemotherapy for acute T-cell acute lymphoblastic leukemia (T-ALL), which was successfully managed with conservative treatment.",Therapeutic procedure,TREATS,Acute T Cell Leukemia
28090487,Clinical characteristics and outcomes of varicella zoster virus infection in children with hematologic malignancies in the acyclovir era.,Varicella-zoster virus infection,PROCESS_OF,Child
28090487,Clinical characteristics and outcomes of varicella zoster virus infection in children with hematologic malignancies in the acyclovir era.,Hematologic Neoplasms,PROCESS_OF,Child
28731916,We here report the case of a 6.5-year-old girl who developed multiple central nervous system fungal abscesses possibly due to Aspergillus infection during induction therapy for acute lymphoblastic leukemia who has been successfully managed without compromising antileukemia therapy.,Neoadjuvant Therapy,TREATS,"Leukemia, Lymphocytic, Acute"
28731916,We here report the case of a 6.5-year-old girl who developed multiple central nervous system fungal abscesses possibly due to Aspergillus infection during induction therapy for acute lymphoblastic leukemia who has been successfully managed without compromising antileukemia therapy.,Intracranial or intraspinal abscess NOS,PROCESS_OF,Girls
28731916,We here report the case of a 6.5-year-old girl who developed multiple central nervous system fungal abscesses possibly due to Aspergillus infection during induction therapy for acute lymphoblastic leukemia who has been successfully managed without compromising antileukemia therapy.,Aspergillus infections,CAUSES,Intracranial or intraspinal abscess NOS
28731917,"We established NTBI and oxidative stress determinants (OSD), iron parameters, high-sensitive C-reactive protein (hs-CRP) levels, liver tests, cumulative chemotherapeutic doses, and transfused blood in 36 children with acute leukemia throughout chemotherapy.",Acute leukemia,PROCESS_OF,Child
28731917,"We established NTBI and oxidative stress determinants (OSD), iron parameters, high-sensitive C-reactive protein (hs-CRP) levels, liver tests, cumulative chemotherapeutic doses, and transfused blood in 36 children with acute leukemia throughout chemotherapy.",Pharmacotherapy,TREATS,Acute leukemia
28731917,"We established NTBI and oxidative stress determinants (OSD), iron parameters, high-sensitive C-reactive protein (hs-CRP) levels, liver tests, cumulative chemotherapeutic doses, and transfused blood in 36 children with acute leukemia throughout chemotherapy.",Pharmacotherapy,TREATS,Child
28774373,[Association between BIM gene and glucocorticoid resistance in children with acute lymphoblastic leukemia].,Glucocorticoids,TREATS,Child
28774373,[Association between BIM gene and glucocorticoid resistance in children with acute lymphoblastic leukemia].,"Leukemia, Lymphocytic, Acute",PROCESS_OF,Child
28774373,[Association between BIM gene and glucocorticoid resistance in children with acute lymphoblastic leukemia].,Glucocorticoids,TREATS,"Leukemia, Lymphocytic, Acute"
28798774,ALL is the most common hematological malignancy in children.,Hematologic Neoplasms,PROCESS_OF,Child
28837377,Economic evaluation of rituximab in addition to standard of care chemotherapy for adult patients with acute lymphoblastic leukemia.,Pharmacotherapy,TREATS,Patients
28837377,Economic evaluation of rituximab in addition to standard of care chemotherapy for adult patients with acute lymphoblastic leukemia.,"Leukemia, Lymphocytic, Acute",PROCESS_OF,Patients
28837377,Economic evaluation of rituximab in addition to standard of care chemotherapy for adult patients with acute lymphoblastic leukemia.,Pharmacotherapy,TREATS,"Leukemia, Lymphocytic, Acute"
28859185,Conclusions and Relevance: The combination of inotuzumab with low-intensity mini-HCVD chemotherapy shows encouraging results in R/R ALL.,Pharmacotherapy,TREATS,"Leukemia, Lymphocytic, Acute"
28859185,Objective: To evaluate the efficacy and safety of inotuzumab ozogamicin plus low-intensity chemotherapy in patients with R/R ALL.,Pharmacotherapy,TREATS,Patients
28859185,Objective: To evaluate the efficacy and safety of inotuzumab ozogamicin plus low-intensity chemotherapy in patients with R/R ALL.,"Leukemia, Lymphocytic, Acute",PROCESS_OF,Patients
28859185,Objective: To evaluate the efficacy and safety of inotuzumab ozogamicin plus low-intensity chemotherapy in patients with R/R ALL.,Pharmacotherapy,TREATS,"Leukemia, Lymphocytic, Acute"
29034206,T-cell acute lymphoblastic leukemia (T-ALL) is a hematological malignancy characterized by the clonal proliferation of immature T-cell precursors.,Acute T Cell Leukemia,ISA,Hematologic Neoplasms
29034341,Acute lymphoblastic leukemia (ALL) is a hematological malignancy characterized by abnormal proliferation and accumulation of lymphoblasts in the hematopoietic system.,"Leukemia, Lymphocytic, Acute",ISA,Hematologic Neoplasms
29106702,Included studies demonstrated that adrenal insufficiency occurs in nearly all children during the first days after cessation of glucocorticoid treatment for childhood ALL.,Glucocorticoids,ISA,Therapeutic procedure
29106702,BACKGROUND: Glucocorticoids play a major role in the treatment of acute lymphoblastic leukaemia (ALL).,Glucocorticoids,TREATS,"Leukemia, Lymphocytic, Acute"
29106702,Included studies demonstrated that adrenal insufficiency occurs in nearly all children during the first days after cessation of glucocorticoid treatment for childhood ALL.,Glucocorticoids,TREATS,"Leukemia, Lymphocytic, Acute, L1"
29117236,We recently demonstrated the effectiveness of blocking CD49d with anti-functional antibodies or small molecule inhibitors as a rational targeted approach to the treatment of acute leukemia in combination with chemotherapy.,Pharmacotherapy,TREATS,Acute leukemia
29181701,Non-alcoholic steatohepatitis induced by induction chemotherapy for pediatric acute lymphoblastic leukemia.,Pharmacotherapy,CAUSES,"Steatohepatitis, non-alcoholic"
29181701,Non-alcoholic steatohepatitis induced by induction chemotherapy for pediatric acute lymphoblastic leukemia.,Pharmacotherapy,TREATS,"Leukemia, Lymphocytic, Acute, L1"
29212227,"Treatments include glucocorticoids (GCs) such as dexamethasone (Dex) and prednisolone, which may be of value when used alongside cytotoxic anti-cancer drugs.",prednisolone,ISA,Glucocorticoids
29212227,"Treatments include glucocorticoids (GCs) such as dexamethasone (Dex) and prednisolone, which may be of value when used alongside cytotoxic anti-cancer drugs.",Dexamethasone,ISA,Glucocorticoids
29212227,"Treatments include glucocorticoids (GCs) such as dexamethasone (Dex) and prednisolone, which may be of value when used alongside cytotoxic anti-cancer drugs.",Therapeutic procedure,USES,Cytotoxic agent
29222892,BACKGROUND AND OBJECTIVES: To determine the effect of oral nutritional supplements (ONS) on children with acute lymphoblastic leukaemia undergoing remission-induction chemotherapy.,"Leukemia, Lymphocytic, Acute",AFFECTS,Child
29222892,BACKGROUND AND OBJECTIVES: To determine the effect of oral nutritional supplements (ONS) on children with acute lymphoblastic leukaemia undergoing remission-induction chemotherapy.,Pharmacotherapy,TREATS,"Leukemia, Lymphocytic, Acute"
29256044,"Progress has been made with the development of age-adapted, moderately intensive chemotherapy protocols for Ph/BCR-ABL-negative ALL and combinations of tyrosine kinase inhibitors with chemotherapy in Ph/BCR-ABL-positive ALL.",Pharmacotherapy,TREATS,"Leukemia, Lymphocytic, Acute, L2"
29274118,"AALL0232 was a COG randomized phase III trial for children with acute lymphoblastic leukemia that found that dexamethasone (DEX) was a more effective glucocorticoid than prednisone (PRED) in patients younger than 10 years, but PRED was equally effective and less toxic in older patients.","Leukemia, Lymphocytic, Acute",PROCESS_OF,Child
29274118,"AALL0232 was a COG randomized phase III trial for children with acute lymphoblastic leukemia that found that dexamethasone (DEX) was a more effective glucocorticoid than prednisone (PRED) in patients younger than 10 years, but PRED was equally effective and less toxic in older patients.",Prednisone,TREATS,Patients
29274118,"AALL0232 was a COG randomized phase III trial for children with acute lymphoblastic leukemia that found that dexamethasone (DEX) was a more effective glucocorticoid than prednisone (PRED) in patients younger than 10 years, but PRED was equally effective and less toxic in older patients.",Dexamethasone,ISA,Glucocorticoids
29274118,"AALL0232 was a COG randomized phase III trial for children with acute lymphoblastic leukemia that found that dexamethasone (DEX) was a more effective glucocorticoid than prednisone (PRED) in patients younger than 10 years, but PRED was equally effective and less toxic in older patients.",Prednisone,TREATS,Patients
28837377,The addition of the monoclonal antibody rituximab to standard chemotherapy has been shown to improve survival in adults with ALL.,rituximab,ISA,Monoclonal Antibodies
28837377,The addition of the monoclonal antibody rituximab to standard chemotherapy has been shown to improve survival in adults with ALL.,Pharmacotherapy,TREATS,"Leukemia, Lymphocytic, Acute"
28837377,The addition of the monoclonal antibody rituximab to standard chemotherapy has been shown to improve survival in adults with ALL.,Pharmacotherapy,TREATS,Adult
28837377,The addition of the monoclonal antibody rituximab to standard chemotherapy has been shown to improve survival in adults with ALL.,"Leukemia, Lymphocytic, Acute",PROCESS_OF,Adult
28901791,Acute leukemia (AL) is the most common hematological malignancy requiring intensive care unit (ICU) management.,Acute leukemia,ISA,Hematologic Neoplasms
28947994,"We revealed the abnormal topological organization of the WM networks of ALL patients with chemotherapy, which may improve our understanding of the neural mechanism of chemotherapy in ALL from a WM topological organization level.",Pharmacotherapy,TREATS,"Leukemia, Lymphocytic, Acute"
28947994,"We revealed the abnormal topological organization of the WM networks of ALL patients with chemotherapy, which may improve our understanding of the neural mechanism of chemotherapy in ALL from a WM topological organization level.","Leukemia, Lymphocytic, Acute",PROCESS_OF,Patients
28978582,Posterior reversible encephalopathy syndrome (PRES) is the most common neurological complication occurring in children undergoing induction chemotherapy for acute lymphoblastic leukaemia (ALL) but is increasingly recognised to occur in adults as well.,NEUROLOGIC COMPLICATION,OCCURS_IN,Child
28978582,Posterior reversible encephalopathy syndrome (PRES) is the most common neurological complication occurring in children undergoing induction chemotherapy for acute lymphoblastic leukaemia (ALL) but is increasingly recognised to occur in adults as well.,Syndrome,OCCURS_IN,Adult
28978582,Posterior reversible encephalopathy syndrome (PRES) is the most common neurological complication occurring in children undergoing induction chemotherapy for acute lymphoblastic leukaemia (ALL) but is increasingly recognised to occur in adults as well.,Pharmacotherapy,TREATS,Child
28978582,Posterior reversible encephalopathy syndrome (PRES) is the most common neurological complication occurring in children undergoing induction chemotherapy for acute lymphoblastic leukaemia (ALL) but is increasingly recognised to occur in adults as well.,Pharmacotherapy,TREATS,"Leukemia, Lymphocytic, Acute"
28978840,"In Japan, nelarabine-combined chemotherapy has been tested in a phase II study in patients with newly diagnosed T-ALL.",Pharmacotherapy,TREATS,Patients
