NCT,Subject,Predicate,Object
NCT00293410,"Myeloid Leukemia, Chronic",PROCESS_OF,Patients
NCT00293410,clofarabine,TREATS,Patients
NCT00293410,Blast Cell,LOCATION_OF,Toxic effect
NCT00293410,Marrow,LOCATION_OF,Toxic effect
NCT00293410,Therapeutic procedure,USES,Cyclophosphamide
NCT00293410,Therapeutic procedure,USES,clofarabine
NCT00293410,Cyclophosphamide,ADMINISTERED_TO,Patients
NCT00293410,clofarabine,ADMINISTERED_TO,Patients
NCT00293410,Toxic effect,PROCESS_OF,Patients
NCT00293410,Cyclophosphamide,TREATS,Adult
NCT00293410,Cyclophosphamide,TREATS,Child
NCT00112619,Pharmaceutical Preparations,DISRUPTS,Cells
NCT00112619,leukemia,CAUSES,Malignant meningitis
NCT00112619,Lymphoma,CAUSES,Malignant meningitis
NCT00112619,Topotecan,DISRUPTS,Growth
NCT00112619,Topotecan,ISA,Pharmacotherapy
NCT00112619,Topotecan,TREATS,Patients
NCT00112619,Topotecan,TREATS(INFER),Malignant meningitis
NCT00112619,Malignant meningitis,PROCESS_OF,Patients
NCT00112619,Solid tumor,CAUSES,Malignant meningitis
NCT00112619,Vitelliform dystrophy,PROCESS_OF,Patients
NCT00112619,Adverse effects,PROCESS_OF,Patients
NCT00112619,Topotecan,TREATS,Patients
NCT00112619,Topotecan,TREATS(INFER),Malignant meningitis
NCT00112619,Malignant meningitis,PROCESS_OF,Patients
NCT00112619,Toxic effect,PROCESS_OF,Patients
NCT00112619,Cerebrospinal Fluid,LOCATION_OF,Lactones
NCT00112619,Pharmaceutical Preparations,TREATS,Patients
NCT00112619,Lactones,ISA,Pharmaceutical Preparations
NCT00112619,Cerebrospinal Fluid,PART_OF,Patients
NCT00112619,Topotecan,ADMINISTERED_TO,Patients
NCT00112619,Topotecan,ADMINISTERED_TO,Patients
NCT00112619,Topotecan,ADMINISTERED_TO,Patients
NCT00112619,Topotecan,ADMINISTERED_TO,Patients
NCT00112619,Toxic effect,PROCESS_OF,Patients
NCT00112619,Topotecan,TREATS,Child
NCT00112619,Topotecan,TREATS(INFER),Malignant meningitis
NCT00112619,Malignant meningitis,PROCESS_OF,Child
NCT00891137,Myeloid Progenitor Cells,PART_OF,Human
NCT00891137,Myeloid Progenitor Cells,PART_OF,Human
NCT00891137,umbilical cord blood transplantation,TREATS,Hematologic Neoplasms
NCT00004132,Pharmacotherapy,TREATS,Hematologic Neoplasms
NCT00004132,Radiation therapy,ADMINISTERED_TO,Patients
NCT00004132,Radiation therapy,TREATS,Hematologic Neoplasms
NCT00004132,Fibroblast Growth Factor 7,ASSOCIATED_WITH,Oral Mucositis
NCT00004132,Mucositis,PROCESS_OF,Patients
NCT00004132,Hematologic Neoplasms,PROCESS_OF,Patients
NCT00004132,Oral Mucositis,PROCESS_OF,Patients
NCT00004132,Whole-Body Irradiation,CAUSES,Oral Mucositis
NCT00004132,Whole-Body Irradiation,TREATS,Patients
NCT00004132,Whole-Body Irradiation,TREATS(INFER),Hematologic Neoplasms
NCT00004132,Hematologic Neoplasms,PROCESS_OF,Patients
NCT00004132,high-dose chemotherapy,CAUSES,Oral Mucositis
NCT00004132,high-dose chemotherapy,TREATS,Patients
NCT00004132,high-dose chemotherapy,TREATS(INFER),Hematologic Neoplasms
NCT00004132,Recombinant Growth Factor,PART_OF,keratinocyte
NCT00004132,Diarrhea,OCCURS_IN,Patients
NCT00004132,Febrile neutropenia,OCCURS_IN,Patients
NCT00004132,Oral Mucositis,OCCURS_IN,Patients
NCT00004132,Antibiotics,TREATS,Infection
NCT00004132,Antibiotics,TREATS,Febrile neutropenia
NCT00004132,Antifungal Agents,TREATS,Infection
NCT00004132,Antifungal Agents,TREATS,Febrile neutropenia
NCT00004132,Infection,PROCESS_OF,Patients
NCT00004132,Febrile neutropenia,PROCESS_OF,Patients
NCT00004132,Palifermin,ADMINISTERED_TO,Patients
NCT00004132,Palifermin,ADMINISTERED_TO,Patients
NCT00004132,Placebos,ADMINISTERED_TO,Patients
NCT00004132,Placebos,ADMINISTERED_TO,Patients
NCT00004132,Palifermin,ADMINISTERED_TO,Patients
NCT00004132,Etoposide,ADMINISTERED_TO,Patients
NCT00004132,Peripheral Stem Cell Transplantation,ADMINISTERED_TO,Patients
NCT00004132,Filgrastim,ISA,Granulocyte Colony-Stimulating Factor
NCT00004132,Placebos,ADMINISTERED_TO,Patients
NCT00004132,Palifermin,ADMINISTERED_TO,Patients
NCT00004132,Whole-Body Irradiation,TREATS,Hematologic Neoplasms
NCT00004132,Hematologic Neoplasms,PROCESS_OF,Patients
NCT00004132,Palifermin,TREATS,Patients
NCT00004132,Palifermin,TREATS(INFER),Hematologic Neoplasms
NCT00028730,Bone Marrow Transplantation,METHOD_OF,Pharmacotherapy
NCT00028730,Bone Marrow Transplantation,METHOD_OF,Whole-Body Irradiation
NCT00028730,Bone Marrow Transplantation,TREATS,Patients
NCT00028730,Bone Marrow,PART_OF,Patients
NCT00028730,Cells,LOCATION_OF,Antithymoglobulin
NCT00028730,Hematologic Neoplasms,PROCESS_OF,Patients
NCT00028730,Transplanted organ and tissue status,PROCESS_OF,Patients
NCT00028730,"Leukemia, Lymphocytic, Acute",PROCESS_OF,Child
NCT00028730,"Leukemia, Myelocytic, Acute",PROCESS_OF,Child
NCT00028730,"Myeloid Leukemia, Chronic",PROCESS_OF,Child
NCT00028730,"Lymphoma, Non-Hodgkin's",PROCESS_OF,Child
NCT00028730,Dysmyelopoietic Syndromes,PROCESS_OF,Child
NCT00028730,Allogeneic bone marrow transplantation,METHOD_OF,Whole-Body Irradiation
NCT00028730,Allogeneic bone marrow transplantation,TREATS,Child
NCT00028730,Allogeneic bone marrow transplantation,TREATS(INFER),"Leukemia, Lymphocytic, Acute"
NCT00028730,Allogeneic bone marrow transplantation,TREATS(INFER),"Leukemia, Myelocytic, Acute"
NCT00028730,Allogeneic bone marrow transplantation,TREATS(INFER),"Myeloid Leukemia, Chronic"
NCT00028730,Allogeneic bone marrow transplantation,TREATS(INFER),"Lymphoma, Non-Hodgkin's"
NCT00028730,Allogeneic bone marrow transplantation,TREATS(INFER),Dysmyelopoietic Syndromes
NCT00028730,Chronic graft-versus-host disease,PROCESS_OF,Patients
NCT00028730,Cyclophosphamide,ADMINISTERED_TO,Patients
NCT00028730,Allogeneic bone marrow transplantation,TREATS,Patients
NCT00028730,Filgrastim,ISA,Granulocyte Colony-Stimulating Factor
NCT00028730,Filgrastim,ADMINISTERED_TO,Patients
NCT00028730,Antigens,PART_OF,Donor person
NCT00028730,HLA Antigens,PART_OF,Donor person
NCT00028730,Cyclophosphamide,TREATS,Patients
NCT00028730,Thiotepa,TREATS,Patients
NCT00028730,Treatment Protocols,PRECEDES,Hemopoietic stem cell transplant
NCT00608517,Bone Marrow,PART_OF,Patients
NCT00608517,Cells,PART_OF,Umbilical Cord Blood
NCT00608517,Tacrolimus,TREATS,Persons
NCT00608517,mycophenolate mofetil,TREATS,Persons
NCT00608517,Bone Marrow,PART_OF,Patients
NCT00608517,Cells,PART_OF,Umbilical Cord Blood
NCT00608517,Tacrolimus,TREATS,Persons
NCT00608517,mycophenolate mofetil,TREATS,Persons
NCT00608517,Graft-vs-Host Disease,PROCESS_OF,Patients
NCT00608517,Hematologic Neoplasms,PROCESS_OF,Patients
NCT00608517,Acute graft-versus-host disease,ISA,Graft-vs-Host Disease
NCT00608517,Acute graft-versus-host disease,PROCESS_OF(SPEC),Patients
NCT00608517,Chronic graft-versus-host disease,PROCESS_OF,Patients
NCT00608517,Stem cell transplant,TREATS,Patients
NCT00608517,Stem cell transplant,TREATS(INFER),Hematologic Neoplasms
NCT00608517,Whole-Body Irradiation,TREATS,Patients
NCT00608517,Whole-Body Irradiation,TREATS,Patients
NCT00608517,Whole-Body Irradiation,TREATS,Patients
NCT00608517,Filgrastim,ISA,Granulocyte Colony-Stimulating Factor
NCT00608517,Filgrastim,ADMINISTERED_TO,Patients
NCT00608517,Prophylactic treatment,METHOD_OF,Therapeutic procedure
NCT00608517,Prophylactic treatment,METHOD_OF,umbilical cord blood transplantation
NCT00608517,Prophylactic treatment,USES,Tacrolimus
NCT00608517,Prophylactic treatment,USES,mycophenolate mofetil
NCT00376480,Disease,PROCESS_OF,Patients
NCT00376480,Thiotepa,DISRUPTS,Growth
NCT00376480,fludarabine,DISRUPTS,Growth
NCT00376480,Hematologic Neoplasms,PROCESS_OF,Patients
NCT00376480,Stem cell transplant,TREATS,Patients
NCT00376480,Stem cell transplant,TREATS(INFER),Disease
NCT00376480,Stem cell transplant,TREATS(INFER),Hematologic Neoplasms
NCT00376480,Bone Marrow,PART_OF,Patients
NCT00376480,Disease,ISA,Hematologic Neoplasms
NCT00376480,Disease,PROCESS_OF,Patients
NCT00376480,Disease,PROCESS_OF(SPEC),Patients
NCT00376480,Vitelliform dystrophy,PROCESS_OF,Patients
NCT00376480,Hematologic Neoplasms,ISA,Disease
NCT00376480,Hematologic Neoplasms,PROCESS_OF,Patients
NCT00376480,Hematologic Neoplasms,PROCESS_OF(SPEC),Patients
NCT00376480,Adverse effects,PROCESS_OF,Patients
NCT00376480,Stem cell transplant,TREATS,Vitelliform dystrophy
NCT00376480,Stem cell transplant,TREATS,Adverse effects
NCT00376480,Disease,ISA,Hematopoietic Neoplasms
NCT00376480,Disease,PROCESS_OF,Patients
NCT00376480,Disease,PROCESS_OF(SPEC),Patients
NCT00376480,Hematopoietic Stem Cell Transplantation,TREATS,Patients
NCT00376480,Hematopoietic Stem Cell Transplantation,TREATS(INFER),Disease
NCT00376480,Hematopoietic Stem Cell Transplantation,TREATS(INFER),Hematopoietic Neoplasms
NCT00376480,Hematopoietic Neoplasms,ISA,Disease
NCT00376480,Hematopoietic Neoplasms,PROCESS_OF,Patients
NCT00376480,Hematopoietic Neoplasms,PROCESS_OF(SPEC),Patients
NCT00376480,Anergy,PROCESS_OF,Patients
NCT00376480,Induction,TREATS,Patients
NCT00376480,Whole-Body Irradiation,TREATS,Patients
NCT00376480,Peripheral Stem Cell Transplantation,TREATS,Patients
NCT00376480,host,LOCATION_OF,Disease
NCT00376480,Toxic effect,PROCESS_OF,Patients
NCT00376480,Dysmyelopoietic Syndromes,PROCESS_OF,Patients
NCT00376480,Acute leukemia,PROCESS_OF,Patients
NCT00376480,Peripheral Stem Cell Transplantation,TREATS,Patients
NCT00376480,Peripheral Stem Cell Transplantation,TREATS(INFER),Dysmyelopoietic Syndromes
NCT00376480,Peripheral Stem Cell Transplantation,TREATS(INFER),Acute leukemia
NCT00047021,Pharmacotherapy,ADMINISTERED_TO,Patients
NCT00047021,Combination Drug Therapy,TREATS,Patients
NCT00047021,Cytarabine,TREATS,Patients
NCT00047021,Mitoxantrone,TREATS,Patients
NCT00047021,leukemia,PROCESS_OF,Patients
NCT00047021,Lymphoma,PROCESS_OF,Patients
NCT00047021,Toxic effect,PROCESS_OF,Patients
NCT00047021,Granulocyte-Macrophage Colony-Stimulating Factor,ADMINISTERED_TO,Patients
NCT00410657,Glucocorticoids,ISA,Therapeutic procedure
NCT00410657,Methylprednisolone,ISA,Glucocorticoids
NCT00410657,Methylprednisolone,ISA,Therapeutic procedure
NCT00410657,Prednisone,ISA,Glucocorticoids
NCT00410657,Prednisone,ISA,Therapeutic procedure
NCT00410657,alemtuzumab,TREATS,Acute graft-versus-host disease
NCT00410657,Acute graft-versus-host disease,PROCESS_OF,Patients
NCT00410657,Acute graft-versus-host disease,PROCESS_OF,Patients
NCT00410657,alemtuzumab,ADMINISTERED_TO,Patients
NCT00410657,Therapeutic procedure,ADMINISTERED_TO,Patients
NCT00410657,Therapeutic procedure,ADMINISTERED_TO,Patients
NCT00410657,Therapeutic procedure,USES,Pharmaceutical Preparations
NCT00410657,Transplantation,PRECEDES,Therapeutic procedure
NCT00410657,Agent,TREATS,Acute graft-versus-host disease
NCT00290641,Cyclophosphamide,DISRUPTS,Growth
NCT00290641,fludarabine,DISRUPTS,Growth
NCT00290641,Transplanted organ and tissue status,PROCESS_OF,Patients
NCT00290641,Hematologic Neoplasms,PROCESS_OF,Patients
NCT00290641,Transplanted organ and tissue status,PROCESS_OF,Patients
NCT00290641,Cyclosporine,TREATS,Patients
NCT00290641,Treatment Protocols,TREATS,Patients
NCT00290641,mycophenolate mofetil,TREATS,Patients
NCT00290641,Graft acceptance,PROCESS_OF,Patients
NCT00290641,Treatment Protocols,TREATS,Patients
NCT00290641,Treatment Protocols,TREATS(INFER),Chronic graft-versus-host disease
NCT00290641,Chronic graft-versus-host disease,PROCESS_OF,Patients
NCT00290641,Relapse,OCCURS_IN,Patients
NCT00290641,Treatment Protocols,TREATS,Patients
NCT00290641,Treatment Protocols,TREATS,Patients
NCT00290641,Treatment Protocols,TREATS,Patients
NCT00290641,umbilical cord blood transplantation,TREATS,Patients
NCT00290641,Whole-Body Irradiation,TREATS,Patients
NCT00290641,Cyclosporine,ADMINISTERED_TO,Patients
NCT00290641,Graft-vs-Host Disease,ISA,Disease
NCT00290641,host,LOCATION_OF,Disease
NCT00290641,host,LOCATION_OF(SPEC),Graft-vs-Host Disease
NCT00290641,mycophenolate mofetil,ADMINISTERED_TO,Patients
NCT00290641,Filgrastim,ISA,Granulocyte Colony-Stimulating Factor
NCT00290641,Filgrastim,ADMINISTERED_TO,Patients
NCT00290641,Treatment Protocols,TREATS,Patients
NCT00290641,Treatment Protocols,TREATS(INFER),Hematologic Neoplasms
NCT00290641,Hematologic Neoplasms,PROCESS_OF,Patients
NCT00245115,Bone Marrow,LOCATION_OF,Colony-Stimulating Factors
NCT00245115,Bone Marrow,LOCATION_OF,Granulocyte Colony-Stimulating Factor
NCT00245115,Bone Marrow Transplantation,TREATS,Patients
NCT00245115,Blood,PART_OF,Patients
NCT00245115,Pharmacotherapy,ADMINISTERED_TO,Patients
NCT00245115,Radiation therapy,ADMINISTERED_TO,Patients
NCT00245115,Bone Marrow Transplantation,TREATS,Patients
NCT00245115,Bone Marrow Transplantation,TREATS(INFER),Acute leukemia
NCT00245115,Acute leukemia,PROCESS_OF,Patients
NCT00245115,Bone Marrow Transplantation,TREATS,Patients
NCT00245115,Bone Marrow Transplantation,TREATS(INFER),Acute leukemia
NCT00245115,Acute leukemia,PROCESS_OF,Patients
NCT00245115,Treatment Protocols,TREATS,Patients
NCT00245115,Treatment Protocols,TREATS(INFER),"Aplasia, NOS"
NCT00245115,"Aplasia, NOS",PROCESS_OF,Patients
NCT00245115,Leukapheresis,METHOD_OF,Therapeutic Mobilization
NCT00245115,Filgrastim,ISA,Granulocyte Colony-Stimulating Factor
NCT00245115,Granulocyte Colony-Stimulating Factor,PART_OF,Cells
NCT00245115,Stem Cell Factor,PART_OF,Cells
NCT00245115,recombinant human thrombopoietin,PART_OF,Cells
NCT00245115,Busulfan,ADMINISTERED_TO,Patients
NCT00245115,Cyclophosphamide,ADMINISTERED_TO,Patients
NCT00245115,"Transplantation, Autologous",TREATS,Patients
NCT00245115,Acute leukemia,PROCESS_OF,Patients
NCT00244829,Imatinib mesylate,DISRUPTS,Growth
NCT00244829,Stem cell transplant,TREATS,Patients
NCT00244829,leukemia,PROCESS_OF,Patients
NCT00244829,Adverse effects,PROCESS_OF,Patients
NCT00244829,Pharmaceutical Preparations,TREATS,Patients
NCT00244829,Hematopoietic Stem Cell Transplantation,TREATS,Patients
NCT00244829,Transplantation,PRECEDES,Stem cell transplant
NCT00244829,Imatinib mesylate,ADMINISTERED_TO,Patients
NCT00244829,Therapeutic procedure,TREATS,leukemia
NCT00054327,Stem cell transplant,TREATS,Patients
NCT00054327,Blood,PART_OF,Patients
NCT00054327,Bone Marrow,PART_OF,Patients
NCT00054327,Pharmacotherapy,ADMINISTERED_TO,Patients
NCT00054327,Radiation therapy,ADMINISTERED_TO,Patients
NCT00054327,Hematologic Neoplasms,PROCESS_OF,Patients
NCT00054327,Stem cell transplant,TREATS,Patients
NCT00054327,Stem cell transplant,TREATS(INFER),Hematologic Neoplasms
NCT00054327,Hematopoietic Stem Cell Transplantation,TREATS,Patients
NCT00054327,Hematopoietic Stem Cell Transplantation,TREATS(INFER),Hematologic Neoplasms
NCT00054327,Hematologic Neoplasms,PROCESS_OF,Patients
NCT00054327,Toxic effect,PROCESS_OF,Patients
NCT00054327,Treatment Protocols,TREATS,Patients
NCT00054327,Graft-vs-Host Disease,PROCESS_OF,Patients
NCT00054327,Whole-Body Irradiation,TREATS,Patients
NCT00054327,Whole-Body Irradiation,TREATS,Patients
NCT00054327,Whole-Body Irradiation,ADMINISTERED_TO,Patients
NCT00054327,Whole-Body Irradiation,ADMINISTERED_TO,Patients
NCT00054327,Etoposide,ADMINISTERED_TO,Patients
NCT00054327,Stem cell transplant,TREATS,Patients
NCT00930098,clofarabine,TREATS,Patients
NCT00930098,"Leukemia, Lymphocytic, Acute",PROCESS_OF,Patients
NCT00930098,clofarabine,TREATS,Patients
NCT00930098,clofarabine,TREATS(INFER),"Leukemia, Lymphocytic, Acute"
NCT03236857,x,x,x
NCT02410252,"Support, device",TREATS,Patients
NCT02410252,Myelosuppressive Therapy,TREATS,Acute leukemia
NCT02410252,Myelosuppressive Therapy,TREATS,Malignant Childhood Neoplasm
NCT02410252,Therapeutic procedure,CAUSES,Neutropenia
NCT02410252,Fever,ISA,Physical findings
NCT02410252,Empirical therapy,TREATS,Septicemia
NCT02410252,Empirical therapy,USES,Microbicides
NCT02410252,Neutropenia,COEXISTS_WITH,Fever
NCT02410252,Therapeutic procedure,USES,Microbicides
NCT02410252,Fever,PROCESS_OF,Patients
NCT02410252,Neutropenia,PROCESS_OF,Patients
NCT02410252,Monitoring of patient temperature,TREATS,Patients
NCT02410252,Myelosuppressive Therapy,TREATS,Patients
NCT02410252,Myelosuppressive Therapy,TREATS,Acute leukemia
NCT02410252,Myelosuppressive Therapy,TREATS,Malignant Childhood Neoplasm
NCT02410252,Therapeutic procedure,TREATS,Patients
NCT02410252,Therapeutic procedure,TREATS,Acute leukemia
NCT02410252,Therapeutic procedure,TREATS,Malignant Childhood Neoplasm
NCT02410252,Myelosuppressive Therapy,TREATS,Acute leukemia
NCT02410252,Myelosuppressive Therapy,TREATS,Malignant Childhood Neoplasm
NCT02410252,Research Personnel,TREATS,Patients
NCT02410252,Fever,PROCESS_OF,Patients
NCT02410252,Therapeutic procedure,TREATS,Acute leukemia
NCT02410252,Therapeutic procedure,TREATS,Malignant Childhood Neoplasm
NCT02650414,T-Lymphocyte,PRODUCES,CD22 antigen
NCT02650414,CD22 antigen,PRODUCES,T-Cell Receptor
NCT02650414,Screening Tests,TREATS,Patients
NCT02650414,T-Cell Receptor,PART_OF,Cells
NCT02650414,Pharmacotherapy,TREATS,Patients
NCT02650414,Physical assessment,ADMINISTERED_TO,Patients
NCT02650414,follow-up,METHOD_OF,Assessment procedure
NCT02650414,Patients,LOCATION_OF,CD22 antigen
NCT01036009,Acute leukemia,PROCESS_OF,Patients
NCT01036009,Graft-vs-Host Disease,NEG_PROCESS_OF,Patients
NCT01036009,Graft-vs-Host Disease,PROCESS_OF,Patients
NCT01036009,Hematologic Neoplasms,PROCESS_OF,Child
NCT01036009,Donor Lymphocyte Infusion,TREATS,Child
NCT01036009,Donor Lymphocyte Infusion,TREATS(INFER),Hematologic Neoplasms
NCT01036009,Intervention regimes,ADMINISTERED_TO,Patients
NCT01036009,Donor Lymphocyte Infusion,TREATS,Patients
NCT01036009,"Neoplasm, Residual",PROCESS_OF,Patients
NCT01036009,Chronic graft-versus-host disease,ISA,Graft-vs-Host Disease
NCT01036009,Donor Lymphocyte Infusion,TREATS,Chimerism
NCT02723994,Pharmacotherapy,TREATS,Child
NCT02723994,Chemotherapy-Oncologic Procedure,TREATS,"Leukemia, B-Cell, Acute"
NCT02723994,Pharmacotherapy,TREATS,Child
NCT03117751,Pharmaceutical Preparations,TREATS,Patients
NCT03117751,Pharmaceutical Preparations,TREATS(INFER),leukemia
NCT03117751,Pharmaceutical Preparations,TREATS(INFER),"Leukemia, Lymphocytic, Acute"
NCT03117751,leukemia,PROCESS_OF,Patients
NCT03117751,"Leukemia, Lymphocytic, Acute",PROCESS_OF,Child
NCT03117751,"Leukemia, Lymphocytic, Acute",PROCESS_OF,Patients
NCT03117751,Large Cell Lymphoblastic Lymphoma,PROCESS_OF,Child
NCT03117751,"Leukemia, Lymphocytic, Acute",PROCESS_OF,Child
NCT03117751,"Leukemia, Lymphocytic, Acute",PROCESS_OF,Patients
NCT03117751,Vincristine,ISA,Therapeutic procedure
NCT03117751,pegaspargase,STIMULATES,Vincristine
NCT03117751,Therapeutic procedure,USES,Vincristine
NCT03117751,Lesion,PROCESS_OF,Patients
NCT03117751,rituximab,ADMINISTERED_TO,Child
NCT03117751,bortezomib,ISA,Proteasome inhibitor
NCT03117751,bortezomib,TREATS,"Leukemia, Lymphocytic, Acute"
NCT03117751,bortezomib,TREATS,Lesion
NCT03117751,Protein-tyrosine kinase inhibitor,TREATS,"Leukemia, Lymphocytic, Acute"
NCT03117751,Protein-tyrosine kinase inhibitor,TREATS,Lesion
NCT03117751,Remission Induction Therapy,PREVENTS,Allergic Reaction
NCT03117751,Allergic Reaction,PROCESS_OF,Patients
NCT03117751,"Leukemia, Lymphocytic, Acute",PROCESS_OF,Child
NCT03117751,Large Cell Lymphoblastic Lymphoma,PROCESS_OF,Child
NCT03117751,Drug resistance,AFFECTS,Evolution
NCT03117751,Large Cell Lymphoblastic Lymphoma,PROCESS_OF,Patients
NCT03117751,"Leukemia, Lymphocytic, Acute",PROCESS_OF,Patients
NCT03117751,Lesion,NEG_PROCESS_OF,Patients
NCT03117751,"Neoplasm, Residual",NEG_PROCESS_OF,Patients
NCT03117751,bortezomib,ADMINISTERED_TO,Patients
NCT03117751,Large Cell Lymphoblastic Lymphoma,PROCESS_OF,Patients
NCT03117751,Acute T Cell Leukemia,PROCESS_OF,Patients
NCT03117751,Large Cell Lymphoblastic Lymphoma,PROCESS_OF,Patients
NCT03117751,Large Cell Lymphoblastic Lymphoma,PROCESS_OF,Patients
NCT03117751,Lesion,NEG_PROCESS_OF,Patients
NCT03117751,"Neoplasm, Residual",NEG_PROCESS_OF,Patients
NCT03117751,bortezomib,TREATS,Patients
NCT03117751,bortezomib,TREATS(INFER),Large Cell Lymphoblastic Lymphoma
NCT03117751,pegaspargase,ADMINISTERED_TO,Patients
NCT03117751,Acute T Cell Leukemia,PROCESS_OF,Patients
NCT03117751,Large Cell Lymphoblastic Lymphoma,PROCESS_OF,Patients
NCT03117751,Large Cell Lymphoblastic Lymphoma,PROCESS_OF,Patients
NCT03117751,Immunotherapy,PRECEDES,Therapeutic procedure
NCT03117751,"Neoplasm, Residual",PROCESS_OF,Patients
NCT03117751,Acute T Cell Leukemia,PROCESS_OF,Patients
NCT03117751,Large Cell Lymphoblastic Lymphoma,PROCESS_OF,Patients
NCT03117751,"Leukemia, Lymphocytic, Acute",PROCESS_OF,Patients
NCT03117751,Dexamethasone,ADMINISTERED_TO,Patients
NCT03117751,Vincristine,ADMINISTERED_TO,Patients
NCT03117751,"Leukemia, Lymphocytic, Acute",PROCESS_OF,Patients
NCT03117751,Lymphoma,PROCESS_OF,Patients
NCT03301168,Blood Cells,LOCATION_OF,Disease
NCT03301168,Genes,AFFECTS,Cells
NCT03301168,Genes,AFFECTS,T-Lymphocyte
NCT03301168,alpha-beta T-Cell Receptor,INHIBITS,T-Cell Receptors alpha-Chain
NCT03301168,Laboratory,LOCATION_OF,Clinical Research
NCT03301168,Hemopoietic stem cell transplant,TREATS,Patients
NCT03301168,Hematological Disease,PROCESS_OF,Patients
NCT03301168,Infusion procedures,TREATS,Graft-vs-Host Disease
NCT03301168,Acute graft-versus-host disease,PROCESS_OF,Patients
NCT03301168,Hematological Disease,AFFECTS,Patients
NCT02065869,Blood Cells,LOCATION_OF,Disease
NCT02065869,Genes,AFFECTS,Cells
NCT02065869,Genes,AFFECTS,T-Lymphocyte
NCT02065869,T-Cell Receptor,INHIBITS,T-Cell Receptors alpha-Chain
NCT02065869,Laboratory,LOCATION_OF,Clinical Research
